0	2	0	0	0	0	0	511	30000	0	0	0	0	2	0	7	0	0	2	0	1	7	1	0	0	149	50000	5	1	0
0	4	0	0	0	0	0	538	10000	0	0	0	0	4	0	12	0	0	1	0	0	2	3	0	0	13	2000	5	0	1
0	3	0	0	0	0	0	742	40000	0	0	0	0	3	0	8	0	0	2	0	6	7	0	0	0	0	50000	5	1	0
0	2	0	0	0	0	0	511	10000	0	0	0	0	2	0	11	0	0	1	0	2	2	2	0	0	9	30000	5	1	0
0	4	0	0	0	0	0	742	30000	0	0	0	0	4	0	0	0	0	2	0	7	1	3	0	0	13	2000	5	1	0
0	2	0	0	0	0	0	553	40000	0	0	0	0	3	0	11	0	0	1	0	0	0	0	0	0	149	50000	5	0	1
0	4	0	0	0	0	0	596	20000	0	0	0	0	2	0	12	0	0	2	0	2	7	1	0	0	9	2500	5	0	0
0	1	0	0	0	0	0	742	30000	0	0	0	0	1	0	11	0	0	1	0	7	1	0	0	0	0	30000	5	1	0
0	2	0	0	0	0	0	491	20000	0	0	0	0	3	0	12	0	0	2	0	2	6	2	0	0	149	2000	5	1	0
0	3	0	0	0	0	0	511	40000	0	0	0	0	4	0	11	0	0	1	0	7	2	0	0	0	0	50000	5	1	0
0	1	0	0	0	0	0	553	20000	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	13	30000	5	1	0
0	3	0	0	0	0	0	538	10000	0	0	0	0	4	0	7	0	0	1	0	6	2	3	0	0	0	2000	5	0	1
0	2	0	0	0	0	0	518	20000	0	0	0	0	2	0	0	0	0	2	0	0	4	0	0	0	9	50000	5	0	0
0	3	0	0	0	0	0	553	10000	0	0	0	0	3	0	7	0	0	1	0	7	5	1	0	0	149	2000	5	0	0
0	4	0	0	0	0	0	538	40000	0	0	0	0	2	0	0	0	0	2	0	2	3	0	0	0	0	2500	5	1	0
0	1	0	0	0	0	0	596	10000	0	0	0	0	3	0	7	0	0	1	0	1	1	3	0	0	9	2000	5	0	0
0	2	0	0	0	0	0	538	30000	0	0	0	0	2	0	0	0	0	2	0	0	2	2	0	0	13	30000	5	1	1
0	1	0	0	0	0	0	554	10000	0	0	0	0	1	0	12	0	0	1	0	7	6	1	0	0	9	2500	5	0	0
0	2	0	0	0	0	0	553	20000	0	0	0	0	4	0	0	0	0	2	0	0	5	2	0	0	13	50000	5	0	0
0	4	0	0	0	0	0	511	40000	0	0	0	0	3	0	11	0	0	1	0	2	0	3	0	0	0	2000	5	1	1
0	1	0	0	0	0	0	554	20000	0	0	0	0	2	0	12	0	0	2	0	7	2	2	0	0	13	2500	5	0	0
0	2	0	0	0	0	0	553	30000	0	0	0	0	1	0	0	0	0	1	0	1	6	0	0	0	0	2000	5	0	0
0	4	0	0	0	0	0	538	20000	0	0	0	0	3	0	8	0	0	2	0	0	4	1	0	0	149	2500	5	1	0
0	2	0	0	0	0	0	596	30000	0	0	0	0	1	0	7	0	0	1	0	7	7	2	0	0	0	30000	5	1	0
0	3	0	0	0	0	0	554	40000	0	0	0	0	4	0	12	0	0	2	0	6	1	0	0	0	149	50000	5	0	1
0	1	0	0	0	0	0	511	20000	0	0	0	0	2	0	0	0	0	1	0	2	4	3	0	0	9	30000	5	0	0
0	3	0	0	0	0	0	553	10000	0	0	0	0	3	0	8	0	0	2	0	6	5	2	0	0	149	50000	5	0	0
0	2	0	0	0	0	0	511	40000	0	0	0	0	2	0	0	0	0	1	0	7	0	1	0	0	9	30000	5	0	0
0	1	0	0	0	0	0	553	10000	0	0	0	0	3	0	12	0	0	2	0	1	7	0	0	0	13	2500	5	1	0
0	2	0	0	0	0	0	553	40000	0	0	0	0	1	0	0	0	0	1	0	0	2	3	0	0	0	30000	5	0	1
0	3	0	0	0	0	0	554	10000	0	0	0	0	2	0	8	0	0	2	0	2	4	2	0	0	13	50000	5	0	0
0	4	0	0	0	0	0	596	40000	0	0	0	0	1	0	11	0	0	1	0	6	0	3	0	0	0	2500	5	0	1
0	3	0	0	0	0	0	511	20000	0	0	0	0	3	0	8	0	0	2	0	0	5	2	0	0	9	50000	5	0	1
0	1	0	0	0	0	0	553	30000	0	0	0	0	2	0	7	0	0	1	0	1	1	0	0	0	0	2500	5	0	0
0	3	0	0	0	0	0	511	20000	0	0	0	0	3	0	0	0	0	2	0	0	7	2	0	0	9	50000	5	0	1
0	1	0	0	0	0	0	742	10000	0	0	0	0	2	0	8	0	0	1	0	2	0	3	0	0	13	30000	5	1	0
0	4	0	0	0	0	0	554	40000	0	0	0	0	3	0	0	0	0	2	0	7	3	1	0	0	149	2500	5	0	1
0	1	0	0	0	0	0	553	30000	0	0	0	0	2	0	11	0	0	1	0	6	7	3	0	0	0	30000	5	1	0
0	2	0	0	0	0	0	595	10000	0	0	0	0	3	0	7	0	0	2	0	7	6	2	0	0	149	2000	5	0	0
0	1	0	0	0	0	0	538	40000	0	0	0	0	1	0	11	0	0	1	0	2	2	0	0	0	9	30000	5	0	0
0	2	0	0	0	0	0	595	20000	0	0	0	0	2	0	12	0	0	2	0	6	4	2	0	0	13	2500	5	0	0
0	1	0	0	0	0	0	553	30000	0	0	0	0	1	0	8	0	0	1	0	0	5	1	0	0	9	2000	5	0	0
0	4	0	0	0	0	0	595	20000	0	0	0	0	2	0	0	0	0	2	0	2	2	2	0	0	149	50000	5	0	0
0	3	0	0	0	0	0	538	30000	0	0	0	0	1	0	7	0	0	1	0	6	3	1	0	0	9	2000	5	1	1
0	1	0	0	0	0	0	518	20000	0	0	0	0	2	0	0	0	0	2	0	0	1	3	0	0	13	2500	5	0	0
0	2	0	0	0	0	0	596	30000	0	0	0	0	1	0	12	0	0	1	0	6	0	0	0	0	149	2000	5	0	0
0	4	0	0	0	0	0	538	40000	0	0	0	0	4	0	8	0	0	2	0	2	5	2	0	0	9	30000	5	1	0
0	2	0	0	0	0	0	553	30000	0	0	0	0	1	0	7	0	0	1	0	7	2	1	0	0	149	50000	5	0	1
0	3	0	0	0	0	0	554	40000	0	0	0	0	3	0	12	0	0	2	0	6	5	3	0	0	0	30000	5	0	0
0	4	0	0	0	0	0	471	20000	0	0	0	0	4	0	0	0	0	1	0	2	2	2	0	0	13	50000	5	1	0
